bot_hp,enemy_hp,distance,bot_x,enemy_x,bot_cooldown,enemy_last_action,time_left,action
100.0,100.0,5.45,2.75,8.2,0,kick,98.9,move_right
1.0,4.0,1.28,8.42,9.7,6,punch,88.4,idle
73.0,79.0,1.52,4.37,5.89,0,move_right,94.6,special
100.0,100.0,1.67,4.41,6.08,0,move_left,97.8,move_right
16.0,37.0,1.43,5.2,6.64,1,move_right,92.1,idle
67.0,79.0,1.42,7.22,8.64,0,move_right,93.3,punch
25.0,82.0,0.2,7.1,7.29,0,idle,95.2,move_right
67.0,67.0,1.46,3.55,5.01,2,punch,96.4,idle
100.0,85.0,0.26,4.27,4.53,3,move_left,96.0,idle
100.0,76.0,1.84,4.43,6.27,1,punch,97.1,idle
64.0,94.0,1.28,3.67,4.95,0,idle,96.9,kick
67.0,91.0,1.03,7.86,8.89,0,move_left,96.5,special
10.0,25.0,0.66,5.91,6.57,6,punch,90.7,block
70.0,64.0,1.13,5.2,6.34,3,kick,96.0,block
37.0,49.0,1.57,8.13,9.7,3,jump,92.7,idle
4.0,61.0,0.2,9.1,8.9,0,special,90.5,move_right
28.0,37.0,1.13,7.66,8.79,2,move_left,91.1,idle
100.0,100.0,5.1,2.8,7.9,0,punch,98.5,jump
100.0,100.0,1.68,6.44,8.12,0,idle,96.2,move_right
1.0,37.0,0.38,4.2,4.58,0,kick,92.1,block
100.0,100.0,2.99,6.55,9.53,0,idle,96.6,jump
52.0,55.0,0.17,7.32,7.5,2,jump,92.8,idle
70.0,79.0,0.26,4.27,4.53,0,jump,94.7,special
91.0,91.0,1.86,6.92,8.78,2,move_right,95.2,idle
100.0,100.0,1.46,7.07,8.53,0,idle,96.5,punch
25.0,55.0,1.59,6.71,8.3,0,kick,92.1,move_right
100.0,100.0,1.76,5.63,7.39,0,punch,97.4,move_right
67.0,91.0,1.05,5.97,7.02,1,move_right,93.1,block
100.0,100.0,2.4,6.4,8.8,0,punch,96.4,move_right
25.0,55.0,1.09,5.74,6.84,0,block,93.7,move_right
100.0,100.0,5.22,3.29,8.52,0,jump,98.2,move_right
85.0,82.0,1.69,4.32,6.01,3,move_right,98.0,idle
13.0,31.0,0.73,7.07,7.81,3,kick,90.7,block
100.0,85.0,1.84,7.89,9.73,3,move_right,95.1,idle
31.0,64.0,0.52,5.16,5.68,2,punch,94.9,block
100.0,100.0,1.91,3.15,5.06,0,idle,98.2,move_right
25.0,94.0,0.85,5.53,6.38,0,move_left,93.5,move_right
22.0,37.0,0.91,7.15,8.06,1,kick,86.7,block
34.0,82.0,0.41,4.39,4.8,3,punch,97.5,block
16.0,1.0,1.12,6.62,7.74,1,punch,89.1,block
100.0,76.0,0.95,8.15,9.1,0,move_left,95.5,kick
43.0,34.0,1.59,6.48,8.06,0,punch,91.6,special
82.0,82.0,1.72,7.13,8.86,0,move_right,94.1,move_right
100.0,100.0,2.76,3.81,6.57,0,punch,98.3,move_right
46.0,46.0,1.86,6.4,8.26,0,move_right,89.6,move_right
19.0,58.0,0.52,5.46,5.98,0,move_right,93.7,move_right
70.0,55.0,0.24,7.01,7.24,3,kick,94.7,block
40.0,55.0,1.4,7.95,9.35,2,jump,90.7,idle
61.0,52.0,1.1,7.22,8.32,0,kick,94.5,block
67.0,58.0,1.2,7.4,8.6,1,kick,94.0,idle
67.0,79.0,0.82,7.22,8.04,1,move_left,93.8,idle
85.0,79.0,0.89,5.55,4.66,0,move_left,93.4,special
100.0,100.0,3.97,6.03,10.0,0,move_right,98.6,move_right
82.0,82.0,0.58,3.68,4.26,3,move_right,96.1,idle
100.0,94.0,1.9,4.84,6.73,3,move_right,98.5,idle
100.0,91.0,1.84,7.59,9.43,1,idle,95.4,idle
82.0,91.0,0.42,5.49,5.91,2,idle,96.1,idle
25.0,82.0,0.29,9.38,9.67,0,move_right,95.3,move_right
28.0,73.0,1.29,4.11,5.4,5,kick,93.5,idle
100.0,100.0,4.35,4.58,8.93,0,special,98.0,move_right
25.0,22.0,0.6,6.91,7.5,2,idle,88.5,idle
100.0,100.0,2.6,6.11,8.71,0,move_left,97.4,move_right
100.0,100.0,4.52,4.18,8.7,0,punch,97.7,move_right
88.0,85.0,0.53,7.03,7.56,0,move_left,94.1,block
22.0,4.0,0.34,4.43,4.77,1,jump,90.9,idle
19.0,43.0,0.65,6.01,6.66,1,special,94.0,block
43.0,73.0,0.68,5.97,6.64,2,idle,93.0,idle
100.0,100.0,2.89,6.16,9.04,0,kick,97.7,jump
16.0,73.0,0.61,6.84,7.45,0,punch,93.2,jump
100.0,100.0,1.86,4.86,6.72,0,punch,96.6,move_right
91.0,82.0,0.38,5.12,5.5,3,kick,98.1,block
100.0,100.0,3.61,4.87,8.48,0,idle,97.8,move_right
100.0,94.0,2.08,7.29,9.37,2,idle,94.8,idle
100.0,100.0,3.38,3.68,7.06,0,idle,98.9,move_right
100.0,100.0,3.42,2.58,6.0,0,idle,99.0,jump
100.0,100.0,1.76,5.77,7.54,0,move_left,97.8,jump
31.0,73.0,0.68,5.48,6.16,1,move_right,94.7,idle
73.0,79.0,1.54,8.19,9.73,3,kick,94.2,idle
40.0,19.0,1.58,6.59,8.17,2,punch,90.8,idle
100.0,100.0,2.59,6.46,9.04,0,kick,97.4,jump
34.0,16.0,1.19,5.19,6.38,6,move_left,92.8,idle
79.0,82.0,1.27,7.17,8.44,3,move_left,96.5,idle
55.0,7.0,1.36,4.42,5.77,1,move_right,92.3,idle
76.0,73.0,1.76,7.67,9.43,0,jump,94.1,move_right
22.0,46.0,1.03,7.07,8.11,0,jump,91.2,punch
13.0,67.0,0.14,9.1,8.96,0,jump,91.9,move_left
100.0,100.0,1.59,7.07,8.67,0,idle,98.1,kick
100.0,100.0,6.46,1.31,7.77,0,punch,98.6,move_right
4.0,61.0,0.5,9.5,10.0,1,punch,91.1,block
7.0,28.0,1.34,7.67,9.01,0,kick,90.3,block
94.0,79.0,0.57,8.47,7.9,1,move_left,92.7,idle
100.0,100.0,4.19,5.65,9.83,0,punch,97.0,move_right
22.0,67.0,0.76,8.04,8.8,0,idle,92.8,move_right
82.0,67.0,1.09,6.14,7.24,1,move_right,95.8,idle
73.0,85.0,1.46,3.25,4.71,0,idle,97.1,kick
100.0,100.0,1.09,4.22,5.31,1,move_right,98.7,idle
88.0,94.0,2.05,3.47,5.52,5,punch,96.3,idle
31.0,52.0,1.88,4.27,6.15,0,move_right,93.2,move_right
82.0,70.0,1.02,6.8,7.82,5,idle,95.1,idle
100.0,100.0,4.36,4.3,8.66,0,kick,97.6,move_right
100.0,100.0,3.68,4.38,8.05,0,idle,99.0,move_right
64.0,79.0,1.57,7.83,9.4,1,special,95.0,idle
37.0,43.0,0.16,8.51,8.67,0,move_left,87.0,kick
34.0,70.0,1.47,5.87,7.34,1,move_right,91.8,idle
100.0,100.0,3.76,4.02,7.78,0,move_right,98.3,block
100.0,100.0,2.12,6.58,8.7,0,move_left,96.7,move_right
31.0,70.0,0.61,7.44,8.05,0,jump,93.4,kick
82.0,79.0,1.23,6.0,7.22,0,move_left,95.1,kick
94.0,76.0,0.68,7.71,8.39,0,kick,94.9,idle
46.0,25.0,0.67,8.43,9.1,3,kick,90.0,block
100.0,100.0,3.82,2.46,6.28,0,punch,98.8,move_right
52.0,61.0,0.93,8.47,9.4,0,move_left,92.1,punch
31.0,46.0,1.21,7.15,8.36,1,idle,87.9,idle
85.0,100.0,1.06,4.87,5.93,1,kick,98.7,block
100.0,94.0,1.82,7.18,9.0,0,special,96.0,move_right
100.0,100.0,2.53,5.6,8.13,0,block,97.5,jump
34.0,73.0,1.28,8.42,9.7,0,special,94.0,jump
55.0,70.0,1.54,6.74,8.28,0,idle,91.6,kick
70.0,91.0,1.51,5.39,6.9,2,punch,95.6,idle
31.0,58.0,1.94,5.19,7.12,0,kick,93.6,move_right
76.0,76.0,1.56,5.2,6.76,3,special,93.5,idle
58.0,100.0,1.09,4.24,5.34,1,punch,97.9,block
91.0,49.0,0.64,4.43,5.07,3,punch,95.4,block
70.0,85.0,1.48,8.5,9.98,0,punch,94.2,block
82.0,61.0,1.37,7.02,8.4,3,move_right,94.6,idle
46.0,76.0,1.17,6.69,7.87,0,jump,93.6,kick
79.0,73.0,1.29,6.41,7.7,0,move_left,94.5,punch
100.0,100.0,1.58,8.42,10.0,0,idle,96.2,punch
40.0,40.0,1.02,4.91,5.94,6,move_left,92.0,idle
94.0,100.0,1.47,7.18,8.65,0,idle,95.9,punch
82.0,76.0,0.13,6.07,6.19,3,idle,96.1,idle
49.0,73.0,1.89,3.81,5.7,2,move_right,94.8,jump
100.0,100.0,3.93,2.97,6.9,0,move_right,98.4,move_right
88.0,73.0,1.28,4.2,5.48,2,move_left,96.7,idle
58.0,55.0,0.68,4.2,4.88,0,punch,94.8,block
100.0,100.0,5.09,4.76,9.86,0,move_right,98.6,move_right
25.0,43.0,1.21,8.49,9.7,0,idle,89.8,punch
85.0,100.0,1.75,7.3,9.05,0,move_right,94.3,move_right
7.0,55.0,0.14,6.91,7.04,2,jump,89.3,idle
88.0,94.0,1.45,4.07,5.52,0,kick,95.5,block
100.0,100.0,5.56,2.21,7.77,1,special,97.7,idle
100.0,100.0,2.25,7.75,10.0,0,move_right,96.0,move_right
40.0,46.0,1.34,8.66,10.0,3,punch,89.2,idle
100.0,100.0,2.5,4.79,7.29,0,move_left,96.1,move_right
76.0,73.0,0.66,5.81,6.46,3,punch,95.1,block
88.0,91.0,0.89,7.76,8.65,3,move_left,95.5,idle
88.0,94.0,1.15,5.17,6.32,0,idle,97.4,kick
40.0,61.0,0.66,7.88,7.22,3,move_left,92.4,idle
100.0,100.0,3.09,4.61,7.7,0,idle,97.4,move_right
37.0,67.0,1.06,7.6,8.66,2,kick,93.7,block
37.0,61.0,1.4,8.6,10.0,0,block,92.7,kick
100.0,100.0,2.48,5.47,7.95,0,punch,96.9,move_right
49.0,67.0,0.78,7.34,8.12,0,punch,94.2,block
7.0,49.0,0.72,8.15,8.87,5,kick,94.3,block
49.0,58.0,1.09,6.14,7.24,2,idle,94.1,idle
67.0,67.0,0.6,7.3,7.9,3,move_right,94.0,idle
100.0,100.0,4.38,4.84,9.22,0,move_left,97.7,move_right
73.0,70.0,1.0,7.6,8.6,3,punch,94.6,block
73.0,100.0,1.05,6.81,7.85,1,move_right,95.5,idle
55.0,76.0,0.23,7.03,7.26,6,idle,93.2,idle
100.0,100.0,3.65,3.31,6.96,0,move_left,98.5,jump
55.0,61.0,1.02,8.42,9.44,0,jump,92.3,block
52.0,55.0,0.17,7.32,7.5,0,move_left,93.0,kick
55.0,82.0,0.72,7.18,7.9,1,kick,93.0,block
19.0,7.0,1.67,7.62,9.3,0,move_right,89.6,move_right
100.0,100.0,1.32,6.4,7.72,3,idle,97.6,idle
73.0,67.0,1.08,7.04,8.12,6,block,94.8,idle
100.0,94.0,2.04,6.3,8.34,0,jump,97.0,jump
34.0,46.0,1.7,7.95,9.65,1,move_right,90.0,idle
40.0,37.0,0.1,8.6,8.5,3,idle,90.9,idle
100.0,100.0,1.32,3.84,5.16,0,punch,98.6,jump
100.0,100.0,3.96,4.42,8.38,0,idle,98.1,move_right
100.0,100.0,2.57,3.04,5.61,0,punch,97.7,move_right
100.0,100.0,3.58,5.2,8.78,0,idle,97.1,move_right
76.0,91.0,1.45,7.6,9.05,1,idle,93.9,idle
100.0,100.0,2.71,6.92,9.63,0,kick,97.6,jump
100.0,100.0,7.98,1.84,9.82,0,idle,98.9,move_right
70.0,61.0,1.62,7.82,9.44,0,move_right,94.1,jump
25.0,58.0,1.56,6.82,8.38,3,punch,92.3,idle
88.0,94.0,1.75,3.47,5.22,2,kick,96.5,special
91.0,91.0,1.25,8.15,9.4,0,kick,96.7,punch
49.0,73.0,0.97,3.72,4.69,0,punch,93.5,jump
34.0,64.0,1.16,6.67,7.84,2,special,92.7,block
82.0,52.0,0.98,7.05,8.03,1,punch,94.3,block
85.0,82.0,1.88,5.98,7.87,3,move_right,96.2,move_right
49.0,70.0,0.47,5.31,5.78,0,move_right,94.8,punch
100.0,91.0,1.29,8.34,9.63,3,idle,95.5,idle
43.0,64.0,0.47,5.31,5.78,1,punch,94.5,block
100.0,100.0,1.31,7.49,8.8,0,move_left,96.3,punch
100.0,100.0,3.67,6.33,10.0,2,punch,98.2,idle
25.0,55.0,0.28,2.48,2.76,0,jump,90.8,move_right
16.0,46.0,0.88,6.32,7.19,2,idle,92.1,idle
16.0,61.0,0.16,8.48,8.63,0,jump,90.8,block
91.0,100.0,1.74,3.7,5.44,1,punch,97.7,idle
4.0,19.0,0.64,8.54,7.9,3,kick,89.6,block
100.0,100.0,3.33,3.65,6.98,0,move_left,98.6,move_right
37.0,67.0,1.46,7.97,9.43,2,move_left,92.4,idle
37.0,58.0,0.15,8.65,8.8,0,idle,90.9,block
58.0,67.0,0.82,7.43,8.26,3,block,92.9,idle
34.0,55.0,0.88,7.69,8.57,2,move_left,92.0,idle
82.0,85.0,0.72,8.19,8.91,0,move_left,92.5,punch
16.0,61.0,1.1,8.21,9.31,0,move_right,92.7,move_right
70.0,55.0,1.08,8.32,9.4,2,kick,93.3,block
58.0,73.0,0.12,6.14,6.26,3,block,95.7,idle
16.0,64.0,0.2,8.44,8.23,0,punch,89.5,block
76.0,76.0,1.36,7.6,8.96,6,move_right,94.6,idle
85.0,76.0,1.51,6.55,8.06,1,special,91.2,idle
100.0,100.0,4.22,2.09,6.3,0,idle,99.0,jump
100.0,100.0,7.12,0.92,8.04,0,kick,98.8,move_right
100.0,100.0,1.59,3.78,5.36,0,idle,98.8,block
43.0,76.0,1.32,4.68,6.0,2,punch,95.3,idle
100.0,100.0,5.19,3.84,9.03,0,move_left,98.6,move_right
43.0,91.0,0.75,5.67,6.42,3,punch,91.2,block
100.0,100.0,1.4,5.9,7.3,0,move_left,97.1,kick
13.0,25.0,1.92,6.7,8.62,1,move_right,89.0,idle
70.0,67.0,1.7,5.71,7.41,3,move_right,96.6,idle
85.0,43.0,0.38,8.42,8.8,0,kick,92.4,block
25.0,55.0,0.02,3.08,3.06,0,kick,90.4,block
52.0,43.0,0.64,8.54,7.9,1,kick,91.5,block
16.0,64.0,0.02,8.63,8.65,0,move_right,91.6,move_right
52.0,52.0,1.8,6.04,7.84,2,punch,92.8,idle
73.0,94.0,1.52,7.14,8.66,0,idle,92.8,punch
46.0,73.0,1.34,8.56,9.9,2,kick,93.4,idle
55.0,37.0,1.23,6.9,8.12,0,idle,92.2,jump
85.0,73.0,1.23,5.82,7.05,3,move_left,96.0,idle
100.0,94.0,1.9,5.14,7.03,2,move_right,97.5,idle
100.0,100.0,5.85,3.08,8.93,0,jump,98.6,move_right
67.0,37.0,1.56,7.82,9.38,1,kick,90.8,idle
100.0,100.0,2.23,5.68,7.91,0,jump,97.7,move_right
16.0,37.0,1.44,6.71,8.16,0,idle,88.1,kick
100.0,100.0,2.6,4.82,7.42,0,punch,98.6,move_right
76.0,82.0,1.14,3.4,4.54,3,punch,97.0,block
100.0,100.0,4.98,3.14,8.12,1,punch,97.6,idle
40.0,61.0,1.29,6.41,7.7,1,idle,92.8,idle
49.0,49.0,1.51,8.19,9.7,3,idle,91.6,idle
46.0,85.0,0.44,7.51,7.94,1,punch,92.5,block
100.0,91.0,1.09,6.14,7.24,3,jump,97.0,idle
10.0,67.0,0.27,6.35,6.08,3,punch,91.5,block
25.0,82.0,0.98,7.08,8.05,2,kick,96.2,block
76.0,88.0,1.56,5.32,6.88,2,move_left,95.7,idle
70.0,94.0,0.62,7.78,8.4,1,kick,94.5,block
76.0,88.0,1.83,8.17,10.0,0,move_right,93.4,move_right
100.0,88.0,0.99,4.95,5.94,1,jump,96.8,jump
40.0,67.0,1.46,3.55,5.01,2,kick,95.8,idle
100.0,100.0,7.24,2.4,9.63,0,block,98.5,move_right
73.0,85.0,0.92,8.18,9.1,3,move_right,94.6,idle
100.0,100.0,1.46,3.97,5.43,0,punch,97.4,jump
100.0,100.0,3.38,3.88,7.27,0,punch,98.8,move_right
100.0,100.0,2.49,3.15,5.64,0,jump,98.6,move_right
58.0,70.0,1.47,7.18,8.65,1,block,93.5,idle
85.0,70.0,1.36,7.61,8.97,6,jump,91.5,idle
10.0,37.0,0.68,4.2,4.88,3,special,92.5,block
10.0,73.0,0.67,3.72,4.39,0,block,92.6,move_right
1.0,4.0,0.68,8.42,9.1,0,punch,87.7,block
100.0,100.0,4.28,3.87,8.14,0,move_left,98.1,special
100.0,100.0,1.32,4.72,6.04,0,punch,97.7,jump
100.0,100.0,1.34,7.51,8.84,0,punch,95.3,block
82.0,85.0,0.72,8.19,8.91,3,jump,92.4,idle
34.0,25.0,0.74,5.53,6.27,0,move_left,93.3,special
100.0,100.0,6.89,2.66,9.55,0,kick,98.8,move_right
10.0,76.0,0.48,9.28,8.8,0,punch,90.6,block
22.0,58.0,1.28,6.01,7.29,0,jump,91.5,move_right
100.0,100.0,4.05,5.06,9.11,0,kick,97.5,move_right
16.0,34.0,1.34,8.66,10.0,1,block,88.2,move_right
37.0,16.0,0.9,8.8,9.7,0,kick,91.2,block
85.0,100.0,0.8,4.62,5.42,0,move_left,97.9,kick
91.0,94.0,1.14,5.81,6.96,0,idle,95.9,punch
52.0,37.0,1.12,5.21,6.34,0,block,92.9,kick
52.0,52.0,1.5,6.34,7.84,0,jump,92.5,punch
100.0,100.0,2.93,4.33,7.26,0,move_right,97.2,move_right
64.0,49.0,1.59,4.95,6.54,1,kick,93.1,idle
19.0,79.0,1.11,4.85,5.95,0,jump,92.7,move_right
100.0,100.0,3.58,3.41,7.0,0,move_right,98.3,move_right
100.0,91.0,1.52,6.71,8.23,2,punch,96.5,idle
64.0,61.0,0.5,6.75,7.25,4,punch,94.3,block
67.0,58.0,0.14,7.67,7.81,3,jump,95.0,idle
10.0,10.0,1.72,5.21,6.94,0,move_right,89.6,move_right
52.0,34.0,2.3,7.52,9.82,0,move_right,93.1,move_right
25.0,55.0,0.99,7.31,8.3,0,kick,91.9,jump
94.0,94.0,1.11,4.55,5.65,0,kick,96.3,jump
28.0,34.0,0.77,4.94,5.7,3,punch,93.3,block
46.0,61.0,1.1,6.75,7.85,1,move_right,92.8,idle
13.0,37.0,0.54,7.31,7.84,0,move_left,92.2,kick
40.0,88.0,1.06,5.47,6.53,0,punch,95.7,block
58.0,34.0,0.88,8.5,9.37,0,punch,92.9,block
100.0,100.0,2.13,4.8,6.92,0,move_right,96.9,jump
76.0,73.0,0.36,5.81,6.16,1,move_left,94.9,idle
31.0,49.0,1.74,6.11,7.86,2,punch,89.5,idle
88.0,82.0,1.02,6.59,7.61,4,move_left,96.4,idle
91.0,82.0,0.28,7.09,7.37,0,jump,95.9,block
34.0,73.0,1.09,7.66,8.74,0,punch,94.3,block
82.0,82.0,1.5,6.8,8.3,0,move_left,95.6,punch
61.0,82.0,1.27,7.17,8.44,0,jump,96.1,kick
67.0,76.0,1.39,4.62,6.01,0,special,97.1,block
40.0,85.0,1.23,5.15,6.38,0,jump,95.1,block
70.0,79.0,1.1,6.75,7.85,2,kick,94.8,block
67.0,58.0,0.14,7.67,7.81,0,punch,94.5,block
37.0,34.0,0.41,4.05,4.46,0,kick,91.0,jump
34.0,31.0,1.28,4.4,5.68,3,punch,94.7,idle
94.0,85.0,0.84,7.88,8.72,0,move_left,95.2,punch
100.0,100.0,2.59,4.48,7.07,0,idle,99.0,move_right
100.0,100.0,5.8,3.95,9.74,0,jump,98.9,move_right
79.0,40.0,0.61,7.52,8.13,1,jump,93.9,idle
91.0,91.0,1.48,5.81,7.3,3,kick,96.8,idle
49.0,40.0,1.32,6.9,8.22,2,move_right,93.3,idle
52.0,49.0,0.63,6.12,6.75,0,kick,93.1,block
82.0,100.0,1.04,7.37,8.41,0,move_left,96.8,move_right
34.0,55.0,0.38,4.2,4.58,0,jump,93.9,punch
100.0,82.0,0.46,7.61,8.07,3,move_left,93.8,idle
34.0,49.0,1.65,2.97,1.32,0,punch,92.7,move_left
100.0,100.0,3.88,5.2,9.07,0,idle,98.7,move_right
37.0,16.0,1.2,8.8,10.0,3,kick,91.5,idle
100.0,100.0,2.46,5.42,7.88,0,jump,97.1,move_right
70.0,88.0,1.9,6.32,8.21,0,kick,96.7,jump
40.0,13.0,1.52,5.99,7.5,1,kick,88.9,idle
31.0,25.0,1.03,6.8,7.83,6,move_left,92.8,idle
100.0,100.0,3.73,5.92,9.64,5,kick,97.0,idle
28.0,58.0,1.28,5.71,6.99,1,idle,91.9,idle
61.0,52.0,1.23,6.9,8.12,6,move_left,93.7,idle
58.0,76.0,1.15,5.17,6.32,0,punch,95.8,block
100.0,100.0,3.54,4.62,8.15,0,punch,97.1,move_right
100.0,100.0,5.72,0.47,6.19,0,kick,98.7,move_right
1.0,7.0,1.2,7.21,8.4,0,move_right,87.2,special
100.0,100.0,4.16,3.07,7.24,0,idle,99.0,move_right
100.0,100.0,1.06,5.05,6.11,2,jump,96.3,idle
76.0,43.0,1.01,3.45,4.46,3,block,94.0,idle
100.0,100.0,2.46,3.7,6.16,0,idle,98.2,move_right
82.0,100.0,2.22,6.4,8.62,0,idle,95.9,move_right
100.0,100.0,6.02,1.91,7.93,0,idle,99.0,move_right
49.0,73.0,0.67,3.72,4.39,0,idle,93.3,special
61.0,76.0,1.32,4.38,5.7,0,jump,96.0,block
40.0,22.0,0.1,8.6,8.5,0,kick,89.8,block
58.0,91.0,0.74,8.36,9.1,0,jump,94.8,kick
64.0,34.0,1.55,8.45,10.0,3,move_right,92.7,idle
100.0,100.0,1.4,8.0,9.4,3,kick,96.3,idle
52.0,25.0,1.28,8.72,10.0,0,punch,92.1,block
10.0,64.0,0.17,7.84,8.01,0,punch,90.0,block
40.0,61.0,0.36,7.88,7.52,0,jump,92.5,punch
43.0,79.0,1.18,8.08,6.9,3,jump,91.1,idle
55.0,73.0,0.72,4.91,5.64,0,move_right,93.2,kick
100.0,100.0,6.48,3.04,9.52,0,block,98.5,jump
13.0,34.0,1.28,7.41,8.69,2,idle,90.8,idle
100.0,100.0,3.47,2.16,5.63,0,idle,97.7,move_right
82.0,94.0,0.93,4.72,5.65,3,move_right,97.6,idle
37.0,67.0,0.61,8.51,7.9,0,move_left,92.3,jump
94.0,94.0,1.4,6.75,8.15,2,block,96.1,idle
100.0,100.0,4.78,3.62,8.39,0,idle,98.9,move_right
49.0,61.0,1.1,7.31,8.41,2,kick,94.2,block
100.0,94.0,1.74,6.98,8.72,2,idle,97.7,idle
70.0,73.0,0.68,6.89,7.57,0,punch,95.0,move_left
94.0,100.0,1.4,5.9,7.3,3,punch,97.0,idle
55.0,88.0,1.37,4.84,6.21,3,kick,94.5,punch
46.0,70.0,0.44,7.13,6.7,0,move_left,91.0,punch
46.0,73.0,0.42,5.32,5.74,2,kick,95.2,block
100.0,100.0,1.62,5.2,6.82,0,punch,98.0,jump
40.0,40.0,1.62,4.91,6.54,1,move_right,91.5,idle
43.0,64.0,1.4,4.62,6.02,2,punch,95.1,idle
82.0,94.0,1.7,6.92,8.62,0,move_right,96.9,move_right
94.0,79.0,1.0,8.7,9.7,0,special,93.7,block
16.0,37.0,1.44,6.41,7.86,1,block,88.4,idle
25.0,70.0,1.09,7.97,9.07,0,jump,94.6,move_right
100.0,100.0,5.54,2.71,8.24,6,move_right,98.1,idle
13.0,55.0,0.53,7.37,7.9,0,move_right,90.3,move_right
85.0,82.0,1.09,4.32,5.41,0,punch,98.2,block
100.0,100.0,3.44,6.26,9.7,6,move_left,97.0,idle
82.0,73.0,1.18,4.04,5.22,1,move_left,96.5,idle
22.0,4.0,1.28,8.42,9.7,2,idle,89.3,idle
100.0,100.0,5.06,4.64,9.7,0,block,97.1,move_right
67.0,37.0,0.96,7.82,8.78,3,move_left,90.6,punch
52.0,22.0,0.17,4.56,4.73,2,move_left,92.1,idle
100.0,100.0,2.77,6.73,9.51,0,kick,97.8,move_right
37.0,52.0,1.95,7.51,9.46,5,move_right,93.1,idle
100.0,100.0,2.09,2.79,4.88,0,punch,98.6,move_right
13.0,28.0,0.43,5.47,5.89,1,idle,91.5,idle
100.0,100.0,2.88,4.94,7.82,0,idle,96.9,move_right
94.0,100.0,1.27,6.95,8.22,4,jump,96.9,idle
43.0,58.0,0.3,7.3,7.6,0,special,93.1,block
25.0,31.0,1.69,8.31,10.0,6,move_right,91.0,move_left
100.0,100.0,7.07,2.72,9.79,0,punch,98.9,move_right
16.0,70.0,0.39,4.37,4.76,1,kick,94.5,block
91.0,100.0,1.52,7.14,8.66,3,kick,93.7,move_left
100.0,94.0,1.44,7.92,9.35,0,idle,94.7,jump
73.0,64.0,0.95,6.01,6.96,2,idle,95.6,idle
100.0,82.0,1.66,7.74,9.4,4,punch,93.3,idle
100.0,100.0,1.92,5.48,7.4,0,move_right,98.0,move_right
10.0,19.0,1.04,8.51,7.47,2,jump,85.6,kick
22.0,10.0,0.41,4.05,4.46,2,special,89.0,block
100.0,100.0,1.5,4.34,5.84,0,idle,97.6,jump
100.0,100.0,3.74,4.67,8.41,0,move_left,98.4,move_right
49.0,76.0,0.02,3.68,3.66,0,punch,93.6,block
100.0,91.0,1.66,4.48,6.14,2,kick,96.5,idle
100.0,100.0,2.67,5.19,7.87,0,punch,97.2,move_right
100.0,100.0,1.39,5.54,6.94,0,move_left,98.2,punch
64.0,91.0,1.21,5.39,6.6,0,jump,95.3,kick
70.0,61.0,1.42,6.84,8.26,0,jump,92.9,punch
10.0,19.0,1.59,5.85,7.44,0,jump,89.2,move_right
100.0,100.0,3.58,2.24,5.82,0,block,98.8,move_right
94.0,79.0,1.42,6.54,7.96,3,jump,94.9,idle
49.0,61.0,1.1,7.61,8.71,0,move_left,93.8,move_left
4.0,64.0,0.1,8.74,8.83,0,idle,88.3,move_right
76.0,85.0,0.44,7.13,6.7,0,idle,93.5,punch
22.0,46.0,1.03,7.07,8.11,0,kick,91.3,block
91.0,91.0,0.72,6.14,6.86,0,move_left,97.0,special
55.0,67.0,1.32,5.8,7.12,0,idle,93.8,punch
55.0,70.0,1.3,7.22,8.51,0,block,94.5,punch
94.0,94.0,1.74,7.28,9.02,0,move_right,97.1,move_right
61.0,88.0,1.6,6.92,8.51,3,idle,96.1,idle
100.0,100.0,3.25,4.51,7.76,0,move_left,98.6,move_right
70.0,55.0,1.1,6.61,7.71,2,jump,95.1,idle
43.0,79.0,1.67,5.74,7.41,2,move_right,92.9,idle
40.0,61.0,1.4,6.75,8.15,3,punch,92.6,idle
46.0,82.0,0.08,4.97,5.05,5,idle,96.3,idle
100.0,100.0,3.44,6.56,10.0,0,idle,94.8,move_right
100.0,100.0,1.89,5.8,7.69,0,special,95.8,jump
67.0,85.0,0.92,8.18,9.1,2,move_left,94.0,idle
70.0,55.0,1.42,6.84,8.26,3,block,92.8,idle
25.0,49.0,0.68,5.48,6.16,5,idle,94.1,idle
16.0,61.0,0.33,7.5,7.17,0,move_left,94.0,move_left
88.0,100.0,1.4,6.2,7.6,3,punch,96.4,idle
10.0,64.0,0.18,9.89,9.71,0,punch,91.9,block
46.0,94.0,1.28,7.08,8.35,3,special,97.2,idle
1.0,67.0,0.18,7.48,7.66,0,punch,91.5,jump
25.0,73.0,0.18,5.61,5.43,0,kick,95.4,block
13.0,25.0,1.66,3.56,5.22,0,move_right,92.2,move_right
25.0,76.0,0.79,7.37,8.17,0,idle,95.3,move_right
58.0,70.0,1.32,7.3,8.62,6,jump,93.5,idle
52.0,58.0,1.55,8.45,10.0,0,kick,94.4,punch
94.0,73.0,1.03,4.5,5.53,1,move_left,96.7,idle
16.0,61.0,0.03,7.2,7.17,0,punch,94.2,jump
85.0,94.0,1.18,6.19,7.37,1,idle,96.4,idle
100.0,100.0,1.63,5.33,6.96,0,kick,98.3,jump
22.0,13.0,1.28,8.42,9.7,1,punch,89.6,idle
